文章,发表年份,主题词
面向5G的智慧医院网络安全系统设计.pdf,2022,"['5G网络', '组网设计', '网络安全', '切片技术', '移动边缘计算']"
医院智慧财务报销模式的探讨.pdf,2021,"['智慧财务', '报销模式', '互联网', '财务管理', '线上支付', '数据共享', '财务内控', '医院管理']"
基于高质量发展的医院智慧财务建设.pdf,2022,"['智慧财务', '高质量发展', '信息技术', '智能化', '财务管理', '医院财务转型', '数据分析', '风险控制', '合规管理', '财务机器人（RPA）', '预算费用一体化系统', '银医直联支付系统', '智能对账平台']"
数字化转型背景下医院智慧财务管理应用探析_苏静.pdf,2024,"['数字化转型', '医院智慧财务管理', '数字化工具']"
北京积水潭医院新龙泽院区.pdf,2022,"['北京积水潭医院新龙泽院区', '现代化三级甲等综合医院', '医疗设计', '绿色建筑', '智慧医院', '城市客厅', '双医疗主街', '中心下沉庭院', '可持续发展', '声环境模拟技术']"
新型冠状病毒肺炎疫情期间医院应用智慧药房提高工作效率.pdf,2021,"['新型冠状病毒肺炎', '医院', '智慧药房', '工作效率']"
智慧赋能医院高质量发展.pdf,2020,"['绩效考核', '信息化', '智慧化', '医院管理', '智慧医疗', '智慧服务', '智慧管理', '大数据', 'AI', '互联网医疗', '5G医疗', '运营效率', '成本管控', '医疗质量', '科研教学', '精益管理', '医院提质增效', 'IT技术', '智慧医院建设', '医院核心竞争力', '高质量发展']"
AI坐镇助力医疗脑力大增.pdf,2019,"['智慧城市', '人工智能', '智能医疗', '智慧医院', '急诊医疗服务', '智能CT辅助影像诊断', '眼底疾病多模态智能筛查', '国际医学标准ICD10', 'SNOMED CT', 'CPT']"
关于智慧医院智能化基础设施的规划设计探讨.pdf,2014,"['智慧医院', '智能化系统', '基础设施', '规划设计']"
S医院医疗设备智慧管理方案设计.pdf,2022,
基于微信智慧医院的病案复印邮寄服务探讨.pdf,2017,"['微信', '智慧医院', '互联网+', '病案复印', '邮寄服务']"
现代医院医用材料的智慧管理——条码技术的应用.pdf,2015,"['条码技术', '医院物资管理', '植入物']"
基于一体化模式的医院多院区智慧服务体系的研究.pdf,2022,"['智慧服务', '多院区', '互联网医疗', '临床共享服务']"
人工智能时代医院档案智慧服务体系构建研究_杨彩仙.pdf,2023,"['人工智能', '医院档案', '智慧服务', '服务体系']"
疫情防控常态化下公立医院发热门诊的智慧化建设.pdf,2022,"['发热门诊', '智慧化建设', '新型冠状病毒肺炎', '公立医院']"
大数据时代“医养结合”养老体系的分析与构建_于颜宾.pdf,2023,
我国基于物联网技术的智慧医疗系统及其发展应用.pdf,2022,
智慧护理信息系统在中医医院应用的现状分析及发展对策.pdf,2021,"['智慧护理信息系统', '中医医院', '智慧护理', '大数据', '云计算', '物联网', '人工智能', '护理信息化', '护理管理', '中医护理']"
探讨“互联网+”时代智慧医院的建设实践.pdf,2022,"['互联网+', '智慧医院', '就诊']"
不断探索基础架构云化.pdf,2019,"['基础架构云化', '智慧医院', '医疗云桌面', '反脆弱性', '信息集成平台', '网络安全', '云桌面技术', 'IDV架构', '智慧医疗', '智慧服务', '智慧管理']"
智慧医疗有“三驾马车”.pdf,2016,"['智慧医疗', '智慧城市', '医疗卫生信息化', '智慧医院', '互联网+医疗', 'PPP模式', '远程医疗', '分级诊疗', '健康大数据', '电子病历', '居民健康信息', '医保信息', '人口健康档案', '云计算', '虚拟化技术', '大数据分析', '物联网', '云存储', 'IPV6', '智慧医疗卫生服务体系', '全生命周期健康管理', '医疗信息化']"
基于临床数据中心的专病研究系统建设与实践.pdf,2017,"['电子病历', '智慧医院', '专病数据库', '专病研究系统']"
智慧云医院平台建设研究与实践.pdf,2022,"['互联网+医疗健康', '互联网医院', '云医院', '就医模式']"
智慧财务——医院财务管理转型与升级论坛召开.pdf,2018,"['智慧财务', '医院财务管理', '政府会计制度', 'DRG 付费', '智慧财务解决方案', '医院经济管理', '专科建设', '医联体', '医保支付方式改革', '互联网+ 时代']"
新型智慧安防管理系统在医院安防工程改造中的实践.pdf,2019,"['医院安防管理', '智慧安防', '医院智能化系统']"
基于互联网结合智慧医疗的医院信息化平台创建和使用.pdf,2021,"['互联网', '智慧医疗', '医院信息化平台']"
医院DRG智慧运营系统的设计与应用.pdf,2021,"['DRG', '医保支付', '智慧运营', '医保费用管理', 'DRG预付制']"
以患者为中心以安全为抓手打造绿色智慧型医院.pdf,2018,"['患者中心', '安全', '绿色智慧型医院', '后勤支持保障', '资源利用生态化', '能源利用高效化', '诊疗流程信息化', '院区环境园林化']"
医院智慧档案存储的安全因素探讨.pdf,2018,"['医学人文教育', '临床医师', '规范化培训', '医学人文素养', '智慧档案存储', '安全隐患']"
智慧医院新业务形态下的数据接口安全管控研究.pdf,2020,"['智慧医院', '数据接口安全', 'API接口', '数据安全风险', '网络安全挑战', '数据传输安全', '医疗服务互联网化', 'API接口全生命周期管理', '接口风险实时监控', '接口安全运营管控体系']"
智慧养老如何助推民营医院发展.pdf,2017,"['民营医院', '智慧养老', '医疗卫生', '康养', '品牌策略', '质量管理', '诚信服务', '药食同源', '健康档案', '网络医生', '全国一卡通']"
碳中和背景下人工智能在医院供应链管理的应用.pdf,2023,"['碳中和', '节能减排', '人工智能', '供应链管理']"
公立医院财务数字化转型内涵简析.pdf,2024,"['公立医院', '智慧医院', '数字化', '财务数字化转型', '医院运营管理']"
互联网+医院-社区-家庭智慧护理模式在糖尿病足病人居家护理中的应用.pdf,2021,"['糖尿病足', '自我管理能力', '生活质量', '互联网+', '医院', '社区', '家庭', '护理']"
基于BIM的智慧运维在大型医院的应用研究.pdf,2022,"['BIM', '智慧运维', '大型医院']"
医院后勤服务智慧运维平台建设实践探索.pdf,2020,"['医院后勤', '智慧运维', '标准体系', '安全高效']"
基于物联网技术的医院信息管理研究.pdf,2016,
5G网络技术在智慧医院建设的应用研究.pdf,2020,"['5G网络技术', '智慧医院', '智慧医疗']"
人工智能及数字病理在地市级医院的应用与发展.pdf,2020,"['人工智能', '数字病理', '地市级医院', '基层医院', '病理']"
医院智慧后勤规划策略研究.pdf,2021,"['智慧后勤', '医院管理', '信息化', '后勤规划', '后勤信息系统', '智慧医院']"
锦州医科大学附属第一医院_以互联互通为目标信息化建设大步前进.pdf,2018,"['医院信息化', '互联互通', '医疗服务', '电子病历', '智慧医院']"
新时代公立医院智慧财务的初步应用探析.pdf,2022,"['新时代', '公立医院', '智慧财务', '探析']"
智慧医院建设评价标准背景下的医院信息化顶层设计.pdf,2022,"['区块链技术', '临床输血', '用血安全管理', '血液信息化', '数据安全', '隐私保护', '智能合约', '血液监管系统', '血液全生命周期管理']"
物联网环境下的医疗体制改革和医院管理效率提升机制研究.pdf,2020,"['物联网环境', '医疗体制改革', '医院管理效率', '提升机制']"
计算机在医院信息管理中的应用.pdf,2021,"['信息管理', '计算机软件', '智慧医院']"
数字化智慧医院建设的方案与策略.pdf,2020,"['数字化', '智慧医院', '建设策略']"
管理视角下的智慧医院系统研究与初步实践.pdf,2021,"['智慧医院', '智慧管理', '智慧医疗', '智慧服务', '智能化', '信息化', '建筑信息模型', '大数据平台']"
升级服务推动“三位一体”智慧医院建设.pdf,2023,"['智慧医院', '电子病历', '智慧服务', '智慧管理', '公立医院高质量发展', '信息化', '数据规范性', '系统开发', '患者满意度', '数字赋能', '就医体验', '信息平台', '医院管理', '科研效率', '医疗服务', '人工智能', '数据共享', '互联网医院', '医保移动支付', '信用就医', '刷脸支付', '党建引领', '文化建设', '医疗质量管理', '诊疗服务', '大数据科研分析平台', '临床科研协同发展', '区域三甲医院', '视网膜筛查', '人工智能筛查', '高血压', '糖尿病', '信息化平台', '民族特色', '三级甲等综合医院']"
宜昌市某公立医院支付宝和微信支付应用现状及问题分析.pdf,2018,"['公立医院', '移动支付', '问题分析']"
智慧医院建设赋能医院高质量发展实践探析.pdf,2024,"['医院', '高质量发展', '智慧医院', '信息化']"
大健康产业背景下海南省公立医院智慧药房建设探讨.pdf,2024,"['智慧药房', '药事服务', '药房模式', '大健康']"
智慧医院物联网安全体系构建与思考.pdf,2023,"['智慧医院', '物联网', '互联网', '网络安全', '态势感知']"
平行医生与平行医院：ChatGPT与通用人工智能技术对未来医疗的冲击与展望.pdf,2023,"['ChatGPT', '生成式人工智能', '通用人工智能', '平行智能', '数字医生', '医学基础模型', '医疗场景工程', '医用操作系统', '智能医学', '智慧医院']"
智慧医院网络安全攻防实战体系的构建与思考.pdf,2024,"['智慧医院', '网络安全', '攻防实战', '态势感知', '安全运营', '安全操作流程']"
超大型综合医院设计探索——成都京东方医院.pdf,2022,"['超大型医院', '医疗模式', '卓越中心', '大综合', '智慧医院', '标准化设计', '医疗资源共享', '医疗建筑设计', '医院运营管理', '医疗未来时']"
基于词频分析的我国医疗卫生领域智慧服务政策研究.pdf,2023,"['智慧服务', '政策文件', '词频分析']"
基于“互联网+”智慧医疗的医院信息化平台建设.pdf,2022,"['互联网+', '智慧医疗', '医院信息化', '信息化平台', '医疗改革']"
智慧财务管理在公立医院财务管理中的应用——以F医院为例.pdf,2020,"['智慧财务管理', '业财融合', '财务价值']"
智慧赋能__建造提升——重...医院科学城院区项目应用案例_廖鸿.pdf,2023,"['智能建造', 'BIM技术', '数字化管理', '工业化生产', '智能化施工', '信息化管理', '装配式建筑', '智能安全帽', '数字孪生', '智能建造体系']"
全场景智慧在医院后勤管理中的应用实践.pdf,2023,"['医院智能体', '全场景智慧', '后勤管理', '精细化管理']"
如何在5G时代下落实智慧医院的建设.pdf,2023,"['5G时代', '智慧医院', '技术要点', '建设对策']"
基于用户需求的采血管控系统技术研究.pdf,2021,
让健康福祉惠及每一位患者——沿河自治县人民医院逐年提升医疗服务水平.pdf,2020,"['健康福祉', '医疗设备', '智慧医院', '专家团队', '重点学科', '现代化医院', '医共体', '优质医疗资源', '远程会诊', '三级综合医院', '医疗教学科研', '项目建设', '公立医院改革']"
智能结算对医院收费内部控制影响分析.pdf,2020,"['公立医院', '智慧医院', '智能结算', '内部控制']"
对“十四五”期间医院药事管理高质量发展若干问题的思考.pdf,2022,"['医院', '药事管理', '高质量发展', '十四五规划']"
智慧消防技术在某医院应用现状与问题分析.pdf,2020,"['智慧消防技术', '医院消防安全', 'BIM技术', '物联网', '5G技术', '消防系统建设', '消防水压监控', '消防末端试水监控', '消防防排烟监控', '建筑消防设施智能管理', '电气火灾监控', '消防设备电源监控', '应急照明及疏散系统', '防火门监控系统', '电气综合数据统计系统']"
智慧医院建设存在的问题与建议.pdf,2013,"['智慧医院', '医院管理', '信息化建设', '医疗改革', '患者体验', '医疗质量', '数字化医疗', '医疗信息化', '医院现代化', '健康中国战略']"
